document_id,clean_text,sentiment
278,"best movie marvel made imo

and probably best theatre experience",Positive
279,movie portrays villain far best marvel antagonists shows personal conflicts purpose well cruelty hero film overshadowed ending really makes mark audience also martial arts action scenes treat watch core film family,Positive
280,right mcu movie actually passion behind spiderman way home shangchi another generic origin story course went see could write review,Positive
281,bored hardly cared characters bloated special effects style substance,Negative
282,solid performances best action sequences mcu visually stunning likeable characters film achievement marvel film also film,Positive
283,extremely overrated movie reason nothing new thing marvel left spiderman right everything else super meh,Positive
284,"far nonsensical plot marvel film one worst stories ive ever witnessed hard make sense anything film good thing action sequences bus fight spectacular goes completely downhill cause plot actually unfold ridiculous full nonsense thoroughly bored whenever anything fight scenes on

i think marvel done phase seems completely relying success previous one good thing spiderman im eagerly looking forward way home dont expectations marvel films spiderman

the humour movie pure cringe feels forced awkwafina completely place last scene sing hotel california damn cringy tragedy thought people would enjoy really bad film minus action sequences watch action looks good big screen dont even slightest expectation story",Positive
285,"wow disney seriously rigged game noticed disney movies full fake reviews written people slightly better intellect little fancy good old one liner fake reviews however still spot rather generically customized statements

this pretty average movie could  counter many fake reviews tried give  initially gave error selected anything lower  wow pressing constantly allowed go lower

the movie pretty average extremely cliche character development ordinary action",Positive
286,"honestly worst acting ive ever seen actually unwatchable understand hollywood diverse get actors job worst marvel film ever right stinkers stop disney much  films year  series save gd ideas make one  good films

dont waste time",Positive
287,good certain moments moments,Positive
289,movie  rating makes sense movie super generic expecting something great worse black widow thats easy thing,Positive
290,extremely generic made passion soul another super generic origin story main character basically invincible beats bad guy saves day could later join endgame style movie,Positive
291,feels like disney movie rather marvel movie mediocre one hopefully isnt future marvel positive fighting scenes choreography truly impressive constant awe fantasy world makes bad acting,Positive
292,"wondering marveldisney add kungfu movie absolutely nothing might well call shangchi last dragon

makes sense plot weak movie makes predecessor successors really problematic introducing childish universe actually wont fit anywhere chosen story lines",Positive
293,flat storyline top picturing creatures doesnt feel anything looks anything attached marvel movies apart loveable wong feels like watching movies made china production companies made matt damon great wall movie disappointed,Positive
294,"cant tell tightness profoundness chinese culture title shangchi dont see chi shangchi

the chinese chi refers qi exercises qi blood human body cultivated practiced qigong methods

but really cant see qi movie",Negative
295,wow stinker wanted movie made movie made clearly china wont allow shown country another boring mcu movie probably worth  star   star ratings undeserved id recommend waiting till free disney subscription without paying ridiculous mark  worth waiting definitely worth going theater paying hard earned money see,Positive
296,worth watching wasting money obvious fanboys trying hype good like actual martial arts movies would recommend older stuff,Negative
298,marvel done movie anyone marvel super fans good ol movies fans one coolest origin stories ive ever seen marvel non marvel fight scenes best choreographed work youll see right civil war black panther awesome get super powers along side martial arts cgi amazing especially end comedy perfectly placed musicfilm score well put together made movie amazing movie excited stay mid end credits glad proving movies back,Positive
299,overall disappointing expected another generic marvel flop obviously make money nobody never heard superhero,Negative
300,could great movie wasnt began well ended well everything pretty lame disney disney plus platform could built character since one really knows shang chi unfortunately disney didnt minute im left wondering care much asian culture pull wish disney would done   stars reviews im sure paid,Negative
302,even mortal kombat  better fighting scenes recommending,Positive
303,hesitant watch know generic marvel movies like mistake guess feel like wasted money boring might well streaming movie,Positive
304,"starters cinematography cgi pretty nice however thats positive ends

the fighting choreography ok bad great example even mortal combat way better way less also follows usual marvel formula lot cgi fighting scenes time blew roof making scenes feel completely detached world theyre in

concerning characters shangchi isnt really parts movie taking steps back movie lot things characters time spotlight done reason things causing neglected movie basically background character female leads one plain annoying really serves purposeyoull know instantly appears overthetop strong woman actually getting screentime dont get wrong actress acts nicely way presented story way character come established unnatural feels like shes someone activated irlcheats feels like took real shortcut character whilst much couldve done make really likeable immersable viewer however way handled makes feel like cardboard character used cheats max stats

as story dialogue story abyssmal really lacking content feels like something hungover student would drum lastminute late night party dialogue feels wooden time really unnatural dont even get started humor overly forced really bad

it feels like movie knows wants wants goes dozen ways leaving much clutter sidesteps feel like coherent story chosen   things stuck could decent flick",Positive
305,"marvel desperate need good writers

the story script confusing beyond cheesey 

it really saddens big marvelfan since passing stan lee disney taking produced lot trash

the marvel enjoyed never turned yet another disneyfied production",Positive
306,wasnt use marvel comedy always force movies terrible cgi could one best marvel movies yet disney seems stubborn deviate generic formula use movies,Positive
307,positive reviews mean nothing everyone already knows bad movie people leave positive reviews havent even seen yet actually went watched generic,Positive
308,shang chi completely actionpacked movie start end sure story predictable meek narrative gaps filled  hours crazy action action sequences cinematography quite impressive considering good portion movie showed sequences without super powers good watch,Positive
309,complete garbage getgo soulless wreckage film worth viewing circumstances please waste time watching mean especially youre marvel fan disgustingly awful,Positive
310,"watched marvel action superhero movie before

what youve watched marvel superhero movies

then youre hot garbage movie made order copying every scene marvel movies

i mean every fight scene felt like id watched except characters even less connection im bored fights buses trains people leaping around scaffolding every marvel movie fight scene bus train one felt really recycled

getting back round characters besides shang chi cant remember sisters name weird friends name served zero purpose movie accept serving loud mouthed joke teller almost wanted kevin hart like star settle awkwafina shangs sister added nothing story movie looked nothing like shang either younger self casting well there

ben kingsley showing amusing honestly cames laughs could see every joke coming  seconds delivered recycled joke marvel superhero movie

wong abomination make cameo appearance movie addition given context makes zero sense adds nothing movie stories

overall id say every character felt like chinese copy character youve already seen marvel movie end felt like watched propaganda movie made ccp like ordering chinese except came drowned bath chinese sauce served bed soggy chinese mythology even post credit scene wasnt worth sticking around watch contains marvels hated character ever get movie",Positive
311,incredible sad watch modern marvel disappoint second time row obviously wont even go  million worldwide boring generic movie would better streaming movie people would least watch maybe react youtube thats suicide squad popularity came wont happen movie tho nobody watch streaming nobody cares much movie go cinema maybe hardcore marvel fans people wont,Positive
312,"overall pretty bland movie plot uninteresting boring theres many fight scenes youd think characters didnt lot personality shangs girlfriend incredibly annoying

it moments though theres certain character brought fun scenes film

its definitely one lower tier marvel movies still worth watching",Negative
313,movie well written story average action scenes also engaging wait come streaming,Positive
314,seems avengers marvel nothing show us everything movie boring horrible tries another doctor strange failes bad comedy bad acting bad story,Positive
315,"expected superhero movie got childs disney flick good anyone  otherwise pretty bland boring cheesy looks like marvel finally lost touch

if liked disneys new star wars like otherwise dont bother",Positive
316,best amount tension humor great storyline great characters loved,Positive
317,"awful disappointed actor actress attractive

very childish  shangchi  please changes everything everyone",Positive
318,good movie asian representation point could give movie past  star rating would cant wait else marvel store,Positive
319,watching move like watching clown act circus,Positive
320,story acting ok fighting scenes kinda meh ok story messed really bad really bad bad movie marvel holding hands thor  captain marvel reviews definitely bought,Positive
321,"want

what want

a must watch ages especially dont like typical superhero marvel movies",Positive
322,"jeff gordon wins nascar history get facts right minimum least make sound like tried get right

you kept subtitles long almost turned also trying way hard political stuff movie new capt america knock",Positive
323,"marvel huge opportunity make much bigger better premise movie

beautiful cinematography choreography stunt work acting little rough protagonist actor pretty good job though dry mcu humor weve grown see didnt quite hit know lot people wished would done much mandarin pretty big bad comics hyped lot think movie makes people excited next marvel movie rather truly giving mcu story life movie  hours long felt rushed time viewers waiting end

and ill say could nice gal awkwafina know im one finds place screen sometimes thats say respectfully lol",Positive
324,yet another lame superhero movie decision really explore family conflicts nice though whole thing still cliche theres personality main character beyond asian really hate score garbage asian trap music fairly hard sit whole  hours felt like  days theres risk consequences action scenes theyre really tame lines extremely corny frequent flashback ruined movie also shows lazy uncreative marvel storytelling spending budget crappy costume big star actors special effects forgetting everything else,Positive
325,chinese person living australia watching shang chi uncomfortable experience unexpectedly resorted tired tropes king fumartial arts eastern mysticism chinese culture unlike black panther envisioned futuristic african kingdom shang chi would place thcentury china exasperatingly unimaginative reductive apply treatment white heroes marvel universe would watching either western bunch heroesvillains supremely adept colonizing new territories subjugating local populace stealing wealth instead diversity inclusivity might intended feels like opportunismtokenism disguised benevolence disney better,Positive
326,grew marvel sold comic book collection bought new car full scuba gear marvel addressing real life issues pcp heroin related issues bgrade comics time didnt even bother reading predictable crap waste money magnitude disneyland garbage insult stan lee,Positive
328,plot averagely old hat covered ground well trodden film relied far much cgi imo detracted film best marvel film,Positive
329,"flat somewhat boring felt like dc tv show marvel film

entertaining falls marvel film many heros marvel universe pick one",Positive
330,absolutely loved first avengers guardians galaxy since movies fell flat shangchi hand exactly id hoping overly complicated story lines many plot holes count great character development people actually feel sympathy natural comedic relief throughout amazing fight scenes fairly constant action without feeling forced great super hero movie around,Positive
331,nothing innovative cool bunch pointless visual effects usual cringe humor mcu movies,Positive
332,expecting fun marvel movie instead got random kungfu movie superhero never heard bad,Positive
333,one time watch fast character transition  weeks even superhero movies standards nice action scenes one father meets mother takes limelight soul sucker demon much weaker stated movie final fight ends real fast mcu widens,Positive
334,good movie fun superhero flick great martial arts scenes cgi pretty decent good actors performances story wasnt expecting cant put whole family drama main character  hours really bothered awkwafina wtf whole time im tired silly non important characters ruin everything shouldve stayed california disappear fun movie tho also disney stop ruining good stuff,Positive
335,fight bus badly done turned write bunch drivel get review published still required apologize read,Positive
336,"id like write depth review feel like theres enough movies feel like everything else

if youve seen one movies recently idea youre youre youll enjoy youre burnt movies feeling characters sounding acting another disney movie  kill  hours get nothing of

ive watching chinese action stars since child im aware main actors comments aware chinese heroes somehow hes done zero research doesnt enjoy classic cinema time  person wants say things virtue signaling believe called id recommend check movies instead theyre much interesting",Positive
337,"course riffing teasing making fun certain things summary line though truth  especially consider last third movie  quite fantastical pun intended

but much may seen bus scene already imagine many times still quite highlight works wonders even trailerteaser revealed plot characters movie

i able watch imax screen let tell  wow also wow much respect marvel feige anyone involved dared make first ten minutes chinese throwing lot chinese terms slang well  throughout gives touch authenticity immigrants america anywhere else world grew greek germanenglish

it also nice prone sarcastic really think good thing major big representation  especially nowadays antiasian hatecrime rising people blaming china people china virus  movie topic entertainment every promo interview actors involved something mentioned good good us made

i bit biased comes mcu get pure theatrical release instead black widow treatment also available disney plus cinemas time issue comes watch big screen  dissapointed waiting stuff drop  especially mid credit scene tease  credits scene might also hint something bigger tease midway credits actually almost beginning honest

sit back enhoy movie really funny characters  quite familiar faces mcu previous entries also asian cinema well done",Positive
338,"opening fight scene worth watch cameos steal show wont go detail marvel geeks know mean plenty count even hidden ones

the movie good like casting direction okay cinematography best

the ending anti climatic found cliche however worth watch nice see movie like believe good addition watch list",Positive
339,another amazing movie brought mcu adding new character marvel universe overall fantastic movie point view storyline action sequences really one best among marvel movies till clearly visible movie theres something big planned mcu future would amazing watch last watch movie love,Positive
340,action great except cacophonous dragon fight acting decent visuals good story predictablethe whole fine pressing matter address yet watch mcu movie felt like got enough wong wong always wong,Positive
341,cinematographie make masterpiece really love character writing everyone movie  easily understand character get see caused motivation course way used chinese language movie fits movie perfectly pulls story overal really funny visual pleasing enjoyable movie,Positive
342,fight scenes creature designs set absolutely amazing overall story sort slow visually stunning yet couldnt help feel bit overrated also felt less connected mcu marvel films first wong abomination cameo felt place,Positive
343,"story self discovery full great character arcs glorious fight scenes cinematography choreography plot  could done better simu liu really shines main character brings much charm role easy grow fond cgi fight scenes stunning

the perfect start phase  know start black widow something oldmarvel hasnt made masterpiece since black panther",Positive
344,simply generic jokes dont land recommending maybe wait streaming,Positive
345,wow movie bad kids wife slowly left room things watching katy horrible character annoying waiting character get offed unfunny bad acting horrible soundtrack overall less generic steaming pile cranked disney would ashamed name related movie way next time gonna get root canal instead would fun,Positive
347,"cinematography good story bit slow fighting scenes great middle stop stare talk

its best mcu film close best ones

but good movie watch theaters",Positive
349,"marveling movie

it marvelous

there funny dance choreography scene

children  watch violence characters following covid protocol brave stay strong soldiers",Positive
352,movie one best mcu story characters comedy especially action exceptional choreography stunning fresh characters relatable understandable mandarin one best villains entire mcu mythological aspect nice addition film personally liked quite bit everything superhero film needs overall much complain,Positive
353,worth watching fast paced need make sequel better story line shangchi friend truely amazing cgi astonishing charismatic,Positive
354,waited little longer see wasnt anything grew cannot believe reviews mixed  gotta make idiots everything explained well blended action drama comedy well solid,Positive
355,"first marvel movie didnt bother go cinema im glad didnt waste money

this greatest hits tropes mcu falling last years

to long fell asleep twice rewind


big cgi battle real impact




its easily worst marvel movie theyre clearly running ideas characters maybe time rest wider mcu reboot years",Positive
356,"honestly expectations watching movie ive never heard shangchi marvel comics

definitely surprisingly fun watch action packed definitely recommended",Positive
357,"hadnt heard much way hype regarding film actually found disneywhich im glad did

visually awesome wouldve amazing see big screen stupid covid also loved characters storyline acting top notch read negative reviews im actually sure watched film anyone watches marvel film pans farfetched definitely given attentioncause films man metal flying suit big green dude realistic smh",Positive
359,"another marvel comics movie one takes one lesser known characters martial artist shangchi gives film own

this jumping point marvel movies pre knowledge ones help

shangchi lives america past thought left behind enjoys karaoke best friend awkwafina lives martial arts movie posters bedroom wall

but past catches forced fight head across world discover past destiny

like black panther film good job showing world outside america stylish representing culture great art direction manage get lot exposition without overwhelmed something comic book movies manage

awkwafina quite entertaining playing character could easily annoying first action set piece terrific original gripping really well done

and succeed little bit different come before

there entertaining surprise well succeeds good continuity

minor quibbles ten minutes long attention wander quieter moments scenes people talking one flashback bit extraneous character sister ends rather underused

and outside first set piece mentioned forgot put bits jeopardy two set pieces first doesnt carry dont believe people going get hurt final big battle set piece yet another weve seen many times even though different elements still old old

but entertaining watch like martial arts movies like pretend things watching fight scenes entertained

do ever keep watching end closing credits couple extra scenes",Positive
360,"first  film pretty strong story well laid battle scenes look good last third film typical marvel boring cgi fight brilliantly staged martial arts fights simply forgotten beforehand

in addition miss character development main character shang  chi girlfriend shang chi gag relief jokes ignite also found film predictable

to stand villain one mcus strongest villains opinion",Positive
361,"overall movie feels disney marvel fantasy creatures tone

does fix mandarin rings dont much compared ones comics

the villain feels quite generic discardable end fight feel important hard should

quite simple movie really much make stand",Positive
365,"better mcu films feel like could part world splash fantastic film went full fantasy way light hearted sanitized

i honestly felt little nothing characters bit sad much feige hyping",Positive
366,dont get flick got rave reviews overrated even funny rated movie  think may even bit generous,Positive
367,solid origin story marvels shang chi loved completely dont know whats wrong bad reviews guess dc fans super sad even shang chi shadowed hope year lets face suicide squad going best movie year fact overrated opinion,Positive
368,bad movie martial arts movie everyone powers special even friend protagonist less  days turns legolas,Positive
369,horrible first official trailer presented film completely different way scenes looked artificial bothered characters didnt didnt fit completely illogical story worst marvel game ive ever seen,Positive
370,"seriously smoking

poor dialogue storyline depth kids pool plot armour galore saying culturally significant why

not even worth review  character minimum",Positive
371,"whole movies done computer nothing makes sense story fantasy nonsense mixed popculture stuff everything predictable everything cliche directly skip action would lose nothing fantasycgi fest characters super weak everyone loses focus change character minute

my god miss real movies instead marvel superhero things month",Positive
372,movie amazing issue beggening got introduced everything little bet slow otherwise greate production,Positive
374,"mcu strange phase universe theyve built huge movies almost completely stopped working standalone pieces aside exceptions like thor 

shangchi brings asian aesthetics table kinda new universe done quite well theyve managed present whole new world inside one weve already point throughout one short movie theyve packed alright characters adventures action piece bigger narrative movie quite well made

but falls short standalone picture feels formulaic point hurts sometimes twists obvious miles ahead threat end world regular point impossible invested stakes dont feel significant all

and hate fact even well made movie like one leaves feeling empty watching doesnt bring feeling completion think one important parts cinema even wong tells something along lines end beginning long journey ahead you

im one kinda tired never ending journey almost want stop watching anything new mcu dont feel never ending cliffhanger moment ever again

light  movie big donkey ass mcu",Positive
375,solid pop corn film although director tried look like standard marvel movie think succeeded extent first half film good story especially impressive fight scenes however later film constantly get new elements story expands always explanation worst part film last fight think went far special effects personally watchable bad guys overall solid nothing special course end film scene shows us look least another film,Positive
376,waterboarded  day watch train wreck pos movie b movie script marvel money thrown,Positive
378,well thats done marvel films truly awful terrible cgi terrible script terrible story ben kingsley worst genuinely hoped would die end thought black widow bad,Positive
381,kungfu flick jazzed  reminders horrible racism exists america country thats problem thatherp derp,Positive
382,story mindless martial arts gelled computer graphics movie scenes reminded avatar anyhow avatar great one worst marvel movies go back rewatching thor ragnorok endgame still enjoy one,Positive
383,simply put movie bland plot follow simple acceptance plot shang learning accept fathers son surprising twists changes plot make better shang seems watching everything instead actually interacting world action scenes choreographed well yet never seemed fit reason ending anticlimactic expected ending fight big bad visually speaking movie gorgeous wouldnt watch visuals shang character bland boring character felt developed well shangs father side characters forgettable fan marvel cinematic universe dont watch doesnt fit timeline excessive fantasy elements dont fit universe take review grain salt went movie higher expectations flaws saw watched film thank time,Positive
385,movie sucks generic predictable flat mostly funky disney,Positive
388,everything mcu well things poorly brings whole lot new elements universe incredibly enjoyable ride theaters worse youll leave feeling like pretty good,Positive
389,"much potential got sadly wasted

the fight scenes first half better quality compared usual marvel quick cut edited ones mildly reminiscent matrix fights intro shangchi theme music even sounded suspiciously similar furious angels matrix reloaded made miss matrix films more

however anything positive film ends first half second half culminating bloated cgi mess hallmark almost marvel movies fact shangchi black widow id say latter featured much better visual effects would looked better big screen shangchi would apt direct video release

it didnt also help lead actor complete void charisma

honestly going watch jackie chan movies help deal kung fu cravings movie initiated failed deliver",Positive
390,marvel tries show greatness china half movie doesnt action boaring movie total waste time comparison dr strange movie ironman movie minus star movie,Positive
392,amazing martial arts epic fights lacks plot ending quite bland still one best hand hand combat mcumovies ive seen good usage comedy usual mcu,Positive
393,okay know black widow good oh god marvel magic movie year laughed felt rush action adventure threw entire movie flat fun watch like every marvel movie much fun much enjoy highly recommend almost anyone much enjoyment,Positive
394,left theater almost speechless went pretty high expectations asianamerican person didnt really know expect mcu since really first time introducing type culture character franchise seeing met expectations cinematography lore chinese mythology action hope film gets hype deserves ties bigger mcu leaves mystery anticipation,Positive
397,"like 

the action especially first half building scene make nervous scared characters

 great visuals good cinematography colors cgi really amazing

i love acting

 good villan really everything purpose bad guy acts like like villan black widow movie

now dont like

like every marvel movie movie begins strong introduce characters becomes slow good comedy action go journey final battle full cgi fights ok guys people love cgi fights fight bit terrible predictable honestly love action movie final battle

 movie full emotional scenes feel anything no

 music good epic great theme shang chi loved music songs wasnt good enough

overall good action movie great action sequences good comedy good villan cinematography cgi marvel movie cgi final battle weak ending good setup comes next

thank reading quick review opinion important opinion remember everyone one love thing",Positive
398,"movies reviews legit hope left humanity

poor script substance overlydramatic reason ridiculous mix us comedy chinese action

could take  min gave",Positive
399,shang chi emotional roller coaster using strength powerful interesting villain movie successfully brings together past  years marvel movies largely effective cocktail superheroic dramatics destin daniel cretton creates superhero movie every bit epic needs however prepared feel ready villain mandarin  shang chi stunning hilarious heartbreaking one best action set pieces year bus scene,Positive
401,sure hype story script acting third class story also disrespect chinese culture society fightings good thats  stars left th minutes super disappointed marvel,Positive
402,keeps giving latest mcu projects high rating fanboys low expectations people work disney need países garbage order keep jobs,Positive
403,bad acting boring story incredibly cheesy didnt bother watching random woman thats throughout purely irritating honestly dont waste time dont trust  star rating id rather watch banana man complete rubish,Positive
404,"shaun simu liu katy awkwafina slackers san francisco well theyre chinese slackers means still jobs theyre deadend jobs unbeknownst katy shauns real name shangchi trained childhood fight father xu wenwu tony chiuwai leung conquering thousand years ten rings met love life shangchis mother

this mcu asian hero actually pretty funny awkwafina comedic thing simu liu good everyman performance hes also good straight man awkwafina like pairing although may better friends movie surprises comedic turn ben kingsley love part gave movie comedic jolt wouldnt mind popping mcu stuff dragon fight little blah climatic battles getting standardized anyways fine addition mcu fun characters add gang",Positive
405,kuch talking less action far worst marvel movie life ive lived long enough typicallychinesebasedmovie im talking amount cgi movie  cgi  talking  action however angreat movie kids doesnt understand anything havent learn talk,Positive
406,"hooked within first  minutes move turned american hollywood way fast became  star movie could even finish last  minutes movie bad introduced horrible actors horrible dialog made movie dumb worthless

i gave movie  stars first  minutes ok

id really like get root problem recent bad movie epidemic coming hollywood thats going last  years gives",Positive
407,"chinese audience feel awkward weirdthen realized movie totally westerners quit left

by way hate kung fu panda panda looks ugly",Positive
408,"worked films visual effects safely say pleasantly surprised watching shangchi premiere point actually watched full film

this movie bolstered fantastic performance simu liu hope star many great films charisma alone good reason like movie supporting performances werent quite memorable course bad usual visual effects film great might tad selfindulgent direction destin daniel cretton

i excited see shangchi show next",Positive
409,"made account write review far one best mcu movies far amazing action cinematography acting combined one best origin stories recent superhero cinema

go watch wont regret",Positive
410,quite lot representation great trying expand marvels repetoire main character could casted little better,Positive
411,didnt know anything film going see thought would like dr strange wasnt beautiful visuals brilliant action scenes interested film whole time,Negative
412,"shangchi legend ten rings entertaining albeit formulaic popcorn marvel film thats partfamily drama partkung fu adventure raised tony leungs villainous performance wenwu delivers solid introduction asian american superhero paying tribute chinese martial arts films

first pleasing see warm reception shangchi received across world phenomenon see englishspeaking audiences intensely cheering subtitled film large portions mandarin back university days average western filmgoer typically would see foreign subtitled movie account wanting read movie look much world changed now

the first half shangchi plays much stronger san francisco bus sequence reminiscent hollywood bigbudgeted version jackie chan films set western locales like rumble bronx first strike

the fight choreography moves hard fisticuffs towards fantastical wuxia plunges cgi former engaging shangchi caught wrong place wrong time real setting

simu liu solid job shangchi impressive moves like athlete sells hits moves swiftly performing parkour liu grew throughout movie much aid alwayscharismatic awkwafina best friend katy share charming banter doubling rd cpo

the films mvp tony leung approaches role awardworthy intensity injecting depth gravitas villain elevates film another level

i amazed depth leung achieved scenes scene struck flashback tony leungs wenwu comes home door gives look concern family one glance leung portrays completely different person contrast villain present performance cut right felt watching someone suffer

it unfortunate wenwu undercut script introducing second villain late second half diminishes leungs character wenwu established immortal whos fought power ages yet theres lack wisdom latter actions felt unconvincing

shangchis third act takes strange turn mythic realms loses gravitas promised first act story shifts westerners stereotypical view china get straw hats rice paddy village looks cambodian constant mention dragons cgiinfused finale spectacle movie exhausts good earned first half

shangchi entertaining marvel fare remembered best cultural zeitgeist icon asian american representation however film dont feel need revisit anytime soon san francisco section tony leung scenes

i asian asian american im happy asian americans feel represented shangchi personally feel representation film fine looking film admit shangchi one great step asian american representation fight however apparent theres still heck long way go",Positive
413,plot shangchi extremely entertaining twists turns worldbuilding spectacular characters extremely well written depth unlike marvel movies must watch marvel fans,Positive
414,"shangchi legend ten rings wonderful movie numerous ways visually striking great mastery staging beginning end

so much visual poetry legendadventure aspect really topnotch legends  mystical elements grab ever story unveiling eyes  humor pleasant katy played awkwafina brought welcome energy  heart scenes adds pretty pleasant flavor whole adventure

i really loved way characters written xu wenwu tony leung complex  layered figure along movie xialing shangchis sister played menger zhang well li mother highly enjoyable see express onscreen lot presence skills ways

i found entire movie coherent every detail makes sense counter balanced way another yes strong notion balance darkness  light lot messages infused action  dialogs extremely entertaining movie really wanted emphasize richness depth storymythology characters connected organic way

by way loved whole asianchinesz myths  legends aspec movie spirit  philosophy true delight eyes countless scifi elements entwined smoothly integrant mythology think probably put top  marvel movies found staging really majestic dialog scenes action scenes humor flashbacks new universe mythology presented flows delightful way beginning end

marvel studios always clever hiring great variety talents nailed destin daniel cretton director movie super creative manages construct pretty complex scenes always masterfully telling story building deeply cohesive piece  fantasy nonetheless feels visceral real movie another marvel movie often forget marvel movie precisely powerful deeply captivating mythology emotional weight feel characters truly sets something different felt like watching movie vein certain epic asian adventuremartial arts movies gotta admit jam addition marvel stuff pleasant feeling

the energy movie theater fun lots people excited scenes grab yes clearly good number mindblowing scenes incredible movie  photography color treatment make movie striking like said certain scenes mesmerize beauty  mastery even grand epicness  times feels like epic fresco contemplating

the scene whenwhere two parents meet first time beyond gorgeous setting colors choreography costume design overall design music  sound effects characters atmosphere whole  absolute masterpiece art visually way beyond sublime gift eyes wow grand final quite simply epic emotionally grabbing course stunning visually flow glorious shots impressive

a jewel",Positive
415,one best marvelorigin movies date cant wait whats next actionpacked hilarious emotional family heartcore story epic visuals great redeemed iron man  ten rings wenwu amazing one best memorable marvel villains simu liu shined shangchi made portrayal made shangchi instant fan favorite costars also amazing portrayed roles perfectly especially xialing katy great characters mustwatch,Positive
416,fight scenes passable plot incoherent nonsense dialogue hammy clichéd throughout whole thing naked cynical cash grab pandering chinese market nothing,Positive
417,"shangchi legend ten rings called asian black panther think inaccurate description two reasons first asian cultures explored indepth hollywood since latest ways subsaharan african cultures second point shangchi really mashup two hollywood subgenres around quite time ethnic discovery film stupid american tourist film

the ethnic discovery film recent type far interesting ultimately inspired alex haleys famous tv miniseries roots documents saga protagonist learns  relearns  heritage embarks quest fully embrace heritage good example think thunderheart fbi agent val kilmer comes appreciate fathers native american ancestry case lakota reservation famous fantasybased example star wars luke skywalker learns jedi blood surface shangchi definitely follows pattern

unfortunately movies ethnic discovery theme undercut clichés even older hollywood storyline one film historian dubbed racial adventure film simply call stupid american tourist film common since film plot follows western almost always white characters visit exotic foreign land  often purely exploitative purposes  proceed reveal ignorance native culture always demeaning colonizing indigenous peoples since former forced make buffoons latter must bear humiliation taken seriously

shangchi ethnic rediscovery film two chineseamericans san francisco learn one case relearn culture ancestors also racial adventure film essentially westerners travel china find midst culture clash white  case titular character immigrant  shangchi girlfriend otherwise fit role stupid american tourist unmistakably american accents annoying use slang pointless popculture references wisecracking sarcasm twist like kilmer thunderheart revert noble savage origins traveled ethnic place gone native

not incidentally theres one way shangchi legend ten rings differs dramatically black panther based nonwestern comic book sagas created white men black panther turns stereotypes black africans completely insideout giving us fantastic science fiction instead hackneyed jungle adventure shangchi usual kung pow hash orient presented ironically also way isnt terribly original

in fact theres another marvel movie one closely resembles black panther deadpool combine wacky humor serious even dark subject matter way thats jarring ultimately exasperating least deadpool felt fresh",Positive
418,"movies cgi action sequences top tier story writing important parts film predictable simplistic

character motives shallow stereotypical emotionally invested family individual character understand movie family pick right away plot conflicts resolution entirely predictable

the movie classic marvel funny moments diffusing tense moments surprising humor cringed plenty scenes movie poor ending little emotional catharsis ultimate conflict resolved cgi magic deus ex machinas like average action blockbuster might acceptable emotional depth moral complexity didnt

overall movie typical superhero film family bonds kung fu dragons much love chinese representation chinese movie disappointing",Positive
419,"awkwafina interesting part  million kung fu movie

she wasnt great sometimes bit annoying honest everyone else forgettable shangchi generic slacker potential character personality live wire compared rest cast aside awkwafina others seemed picked one emotion either stoic angry stern wise stuck it

wait minute forgot ben kingsley appearance nice surprise think wacky disney animated movie sidekick awfullooking cgi pet monster also wacky disney animated movie sidekick

shangchi strikes americanfriendly martial arts movie im expert kung fu movies ive watched enough movies including several marvel movies know factorymade action flick see movie watered down

there instance effort involved developing plot telling story whatsoever almost exact plot cws kung fu series family vs family

i wanted enjoy fight scenes tell lot effort put everything looked fake obvious special effects mixed artificial movie sets final battle two giant cartoons wrestling other

as matter fact almost every scene movie covered computer graphics

i didnt hate movie see people liking bored time",Positive
420,although watched hall print bt movie good cant even blame hall print,Positive
421,start middle end goodie baddie love interest tension shocks message mystery point,Positive
422,shang chi legend ten rings one best comic book movies ive seen great humor intense action throughout film sympathize villain music phenomenal possible mcu best go watch,Positive
424,best action scenes yet great backstory character development one best mcu villians yet overall refreshing enjoyable,Positive
426,"movie fist face rather razor fist dont know movie bad cant watch marvel movies anymore didnt like anything movie neither story special effects acting seemed exaggerated predictable plus two hours really much movie type

the interesting parts first minutes see meeting parents clash abomination monk whose name dont remember

i think instead worst part final battle even long exaggerated one",Positive
427,worst marvel movie ever even worst movie ever watched chinese culture movie showing respect chinese culture lol another solid proof hollywood doesnt capability good movie chimes elements mixedup kinds cheesy plots poor imitations movies bet marvel spent  budgets spiderman one total waste time,Negative
428,many times people see plot marvel movies rate  stars  understand action good  bot great  make fir storyline,Positive
429,"movie watch brain switched someone looks halfdecent plot storyline dont waste time

there one marvel movie worsethe crap known iron man surprising link train wreck",Positive
430,"film would much better didnt constantly carry much better women men

i cannot give examples without spoilers

hollyweird must ruin everything touch",Positive
431,waited watch extra cost disney kind chore sit way much cgi engage might well watch raya im mood akawafina kingley let awake,Neutral
432,"finally today arrived disney plus work thought give watch see bad yes is

this honest woke generation also generation lot racism film lot stupid dialogue makes sense dont understand movies like audience insulted moving continuing tell us asian film asian people get why

anyway movie ok fight scenes camera work ruins going around high low makes look bad abomination looks horrible real grade cgi ten rings nothing main character father nothing special fight without use them

the last hour film drags much filled cgi complete top good way movie feels completely rushed covid must thought excise movie suffered greatly

overall downfall marvel continues",Positive
